name,points,challenge,elibigility
muhammad anas,1210,"{'challenge_name': ['beer sales', 'TommyCam', 'iRobots (web)', 'weirdtraffic (forensics)', 'welcome'], 'challenge_category': ['osint', 'osint', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T20:49:07.058690Z', '2024-11-02T06:28:58.247155Z', '2024-11-02T06:01:36.345863Z', '2024-11-02T05:53:20.024936Z', '2024-11-02T05:40:47.035913Z']}","Competitive (Individual, for prizes)"
hayleyhhy,1210,"{'challenge_name': ['decipherium', 'beer sales', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['crypto', 'osint', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T21:04:17.912492Z', '2024-11-02T20:34:51.543120Z', '2024-11-02T20:00:51.863304Z', '2024-11-02T19:53:36.762533Z', '2024-11-02T19:50:02.148039Z']}","Competitive (Individual, for prizes)"
RIBKA,1210,"{'challenge_name': ['concoction (rev)', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T22:19:40.975412Z', '2024-11-02T20:36:47.592576Z', '2024-11-02T20:03:56.659604Z', '2024-11-02T20:02:23.090258Z', '2024-11-02T19:58:32.389133Z']}","Casual (No prizes, teams allowed)"
Dudarul,1210,"{'challenge_name': ['colors (crypto)', 'pineapple', 'welcome', 'iRobots (web)', 'weirdtraffic (forensics)'], 'challenge_category': ['beginner', 'forensics', 'welcome', 'beginner', 'beginner'], 'challenge_points': ['300', '300', '10', '300', '300'], 'solve_time': ['2024-11-02T23:28:32.029284Z', '2024-11-02T23:20:48.591273Z', '2024-11-02T22:32:36.838699Z', '2024-11-02T22:29:43.964824Z', '2024-11-02T22:29:02.331725Z']}","Casual (No prizes, teams allowed)"
jackal,1210,"{'challenge_name': ['beer sales', 'TommyCam', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['osint', 'osint', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T23:33:25.087709Z', '2024-11-02T23:26:28.131376Z', '2024-11-02T22:48:36.144192Z', '2024-11-02T22:40:29.484976Z', '2024-11-02T22:28:47.917958Z']}","Casual (No prizes, teams allowed)"
WuKong,1210,"{'challenge_name': ['think_twice', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['forensics', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T03:04:27.191253Z', '2024-11-03T01:06:57.106019Z', '2024-11-03T01:05:52.419378Z', '2024-11-03T01:00:41.438373Z', '2024-11-03T00:56:23.449172Z']}","Competitive (Individual, for prizes)"
stryx39,1210,"{'challenge_name': ['think_twice', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['forensics', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T05:15:47.130735Z', '2024-11-03T04:55:16.487949Z', '2024-11-03T04:54:50.947361Z', '2024-11-03T04:53:09.510504Z', '2024-11-03T04:52:15.191919Z']}","Competitive (Individual, for prizes)"
Hoover,1210,"{'challenge_name': ['decipherium', 'concoction (rev)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['crypto', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T05:32:58.474816Z', '2024-11-03T05:29:18.950067Z', '2024-11-03T05:24:03.106068Z', '2024-11-03T05:19:21.658624Z', '2024-11-03T05:17:37.394288Z']}","Competitive (Individual, for prizes)"
playboy,1210,"{'challenge_name': ['TommyCam', 'television', 'iRobots (web)', 'colors (crypto)', 'welcome'], 'challenge_category': ['osint', 'osint', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T07:35:37.797968Z', '2024-11-03T07:19:24.056218Z', '2024-11-03T07:17:28.920911Z', '2024-11-03T07:15:20.859690Z', '2024-11-03T07:13:21.009738Z']}","Competitive (Individual, for prizes)"
sonachine,1210,"{'challenge_name': ['unpopcorn', 'decipherium', 'iRobots (web)', 'colors (crypto)', 'welcome'], 'challenge_category': ['crypto', 'crypto', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T08:23:20.409609Z', '2024-11-02T21:23:26.263971Z', '2024-11-02T10:01:52.497632Z', '2024-11-02T09:59:57.795965Z', '2024-11-02T09:58:37.509241Z']}","Casual (No prizes, teams allowed)"
t3st,1210,"{'challenge_name': ['beer sales', 'think_twice', 'iRobots (web)', 'weirdtraffic (forensics)', 'welcome'], 'challenge_category': ['osint', 'forensics', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T08:43:16.308134Z', '2024-11-03T08:33:05.259319Z', '2024-11-03T08:26:47.985639Z', '2024-11-03T08:26:14.766420Z', '2024-11-03T08:25:19.344022Z']}","Casual (No prizes, teams allowed)"
xyz,1210,"{'challenge_name': ['think_twice', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['forensics', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T10:04:47.138643Z', '2024-11-03T09:47:13.610505Z', '2024-11-03T09:42:42.456737Z', '2024-11-03T09:41:08.528080Z', '2024-11-03T09:37:37.252933Z']}","Casual (No prizes, teams allowed)"
b4sh,1210,"{'challenge_name': ['TommyCam', 'beer sales', 'welcome', 'weirdtraffic (forensics)', 'colors (crypto)'], 'challenge_category': ['osint', 'osint', 'welcome', 'beginner', 'beginner'], 'challenge_points': ['300', '300', '10', '300', '300'], 'solve_time': ['2024-11-03T11:22:24.831398Z', '2024-11-03T11:16:39.027039Z', '2024-11-03T10:51:07.079724Z', '2024-11-03T10:50:19.579490Z', '2024-11-03T10:48:13.200048Z']}","Competitive (Individual, for prizes)"
Zor0ark,1210,"{'challenge_name': ['think_twice', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['forensics', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T13:23:08.663003Z', '2024-11-03T12:59:23.433337Z', '2024-11-03T12:58:51.888550Z', '2024-11-03T12:53:35.143456Z', '2024-11-03T12:51:42.853622Z']}","Casual (No prizes, teams allowed)"
janedoe,1210,"{'challenge_name': ['unpopcorn', 'colors (crypto)', 'weirdtraffic (forensics)', 'welcome', 'iRobots (web)'], 'challenge_category': ['crypto', 'beginner', 'beginner', 'welcome', 'beginner'], 'challenge_points': ['300', '300', '300', '10', '300'], 'solve_time': ['2024-11-03T16:06:07.951398Z', '2024-11-03T14:05:16.110316Z', '2024-11-03T13:37:17.012040Z', '2024-11-03T13:32:18.093466Z', '2024-11-03T12:54:37.921448Z']}","Competitive (Individual, for prizes)"
mouri,1210,"{'challenge_name': ['think_twice', 'beer sales', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['forensics', 'osint', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T18:59:23.535623Z', '2024-11-02T23:04:02.416096Z', '2024-11-02T22:56:27.906670Z', '2024-11-02T22:42:49.608439Z', '2024-11-02T22:37:57.284912Z']}","Competitive (Individual, for prizes)"
KXTI_s1m0ed,1210,"{'challenge_name': ['television', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['osint', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T19:55:30.845841Z', '2024-11-02T03:36:03.172886Z', '2024-11-02T03:17:38.522297Z', '2024-11-02T03:14:22.431162Z', '2024-11-02T03:10:29.736374Z']}","Competitive (Individual, for prizes)"
qwOperX,1210,"{'challenge_name': ['decipherium', 'iRobots (web)', 'think_twice', 'weirdtraffic (forensics)', 'welcome'], 'challenge_category': ['crypto', 'beginner', 'forensics', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T21:10:09.230775Z', '2024-11-03T20:19:50.227357Z', '2024-11-03T20:11:31.924729Z', '2024-11-03T17:27:22.676802Z', '2024-11-03T17:26:19.290801Z']}","Casual (No prizes, teams allowed)"
ex3x,1210,"{'challenge_name': ['think_twice', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['forensics', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T21:32:17.137920Z', '2024-11-03T06:09:35.715303Z', '2024-11-03T06:04:48.227850Z', '2024-11-03T05:57:01.763615Z', '2024-11-02T03:14:08.379975Z']}","Casual (No prizes, teams allowed)"
ElToroDiablo,1210,"{'challenge_name': [""Tommy's Artventures"", 'tictactocket', 'weirdtraffic (forensics)', 'iRobots (web)', 'welcome'], 'challenge_category': ['web', 'web', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-04T02:37:23.967654Z', '2024-11-04T02:05:05.625654Z', '2024-11-04T00:57:32.399282Z', '2024-11-04T00:54:45.050228Z', '2024-11-04T00:52:29.679072Z']}","Casual (No prizes, teams allowed)"
zetmin,1200,"{'challenge_name': ['iRobots (web)', 'pineapple', 'colors (crypto)', 'weirdtraffic (forensics)'], 'challenge_category': ['beginner', 'forensics', 'beginner', 'beginner'], 'challenge_points': ['300', '300', '300', '300'], 'solve_time': ['2024-11-02T10:08:30.964607Z', '2024-11-02T09:48:10.727184Z', '2024-11-02T09:26:17.883843Z', '2024-11-02T09:18:33.404889Z']}","Casual (No prizes, teams allowed)"
Rayto,1200,"{'challenge_name': ['tictactocket', 'think_twice', 'concoction (rev)', 'colors (crypto)'], 'challenge_category': ['web', 'forensics', 'beginner', 'beginner'], 'challenge_points': ['300', '300', '300', '300'], 'solve_time': ['2024-11-02T13:14:25.092119Z', '2024-11-02T13:07:00.575766Z', '2024-11-02T12:54:23.636822Z', '2024-11-02T12:42:01.296438Z']}","Casual (No prizes, teams allowed)"
aZer,1200,"{'challenge_name': ['tictactocket', 'beer sales', 'colors (crypto)', 'iRobots (web)'], 'challenge_category': ['web', 'osint', 'beginner', 'beginner'], 'challenge_points': ['300', '300', '300', '300'], 'solve_time': ['2024-11-02T14:36:19.718785Z', '2024-11-02T14:21:34.940413Z', '2024-11-02T12:53:28.757990Z', '2024-11-02T12:30:43.672531Z']}","Competitive (Individual, for prizes)"
robinthomson,1200,"{'challenge_name': ['TommyCam', 'beer sales', 'think_twice', 'colors (crypto)'], 'challenge_category': ['osint', 'osint', 'forensics', 'beginner'], 'challenge_points': ['300', '300', '300', '300'], 'solve_time': ['2024-11-02T17:24:52.408851Z', '2024-11-02T16:25:11.801874Z', '2024-11-02T15:34:07.226064Z', '2024-11-02T15:11:14.189111Z']}","Casual (No prizes, teams allowed)"
ziadstr,1200,"{'challenge_name': ['concoction (rev)', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['300', '300', '300', '300'], 'solve_time': ['2024-11-03T19:39:22.598813Z', '2024-11-03T19:30:56.088348Z', '2024-11-03T19:30:29.941302Z', '2024-11-03T19:29:56.880788Z']}","Competitive (Individual, for prizes)"
Tôi là lolicon thì sao ?,1065,"{'challenge_name': ['decipherium', 'unpopcorn', ""D' Lo""], 'challenge_category': ['crypto', 'crypto', 'crypto'], 'challenge_points': ['300', '300', '465'], 'solve_time': ['2024-11-02T10:19:14.123144Z', '2024-11-02T10:16:25.671530Z', '2024-11-02T07:24:35.505741Z']}","Competitive (Individual, for prizes)"
N3wb1e_t0_Di5,1065,"{'challenge_name': [""D' Lo"", 'colors (crypto)', 'decipherium'], 'challenge_category': ['crypto', 'beginner', 'crypto'], 'challenge_points': ['465', '300', '300'], 'solve_time': ['2024-11-04T03:33:56.238410Z', '2024-11-04T03:20:10.642610Z', '2024-11-03T12:42:19.661319Z']}","Casual (No prizes, teams allowed)"
9x14S,1057,"{'challenge_name': ['Survey', 'beer sales', 'Reader', 'Portal', 'welcome'], 'challenge_category': ['feedback', 'osint', 'pwn', 'pwn', 'welcome'], 'challenge_points': ['11', '300', '436', '300', '10'], 'solve_time': ['2024-11-03T04:06:34.690680Z', '2024-11-02T11:23:13.329238Z', '2024-11-02T07:16:12.474216Z', '2024-11-02T05:28:44.994569Z', '2024-11-02T05:14:32.416885Z']}","Competitive (Individual, for prizes)"
fidesvita,1046,"{'challenge_name': ['TommyCam', 'Reader', 'welcome', 'Portal'], 'challenge_category': ['osint', 'pwn', 'welcome', 'pwn'], 'challenge_points': ['300', '436', '10', '300'], 'solve_time': ['2024-11-02T16:58:18.425368Z', '2024-11-02T16:37:39.957548Z', '2024-11-02T15:16:58.383133Z', '2024-11-02T14:59:06.332358Z']}","Competitive (Individual, for prizes)"
SF.HC,1046,"{'challenge_name': ['Reader', 'Portal', 'iRobots (web)', 'welcome'], 'challenge_category': ['pwn', 'pwn', 'beginner', 'welcome'], 'challenge_points': ['436', '300', '300', '10'], 'solve_time': ['2024-11-03T11:05:09.755027Z', '2024-11-03T09:34:09.695540Z', '2024-11-03T08:53:50.102864Z', '2024-11-03T08:52:48.059852Z']}","Casual (No prizes, teams allowed)"
vnpd,1036,"{'challenge_name': ['Reader', 'iRobots (web)', 'Portal'], 'challenge_category': ['pwn', 'beginner', 'pwn'], 'challenge_points': ['436', '300', '300'], 'solve_time': ['2024-11-02T10:38:21.286051Z', '2024-11-02T07:48:09.935092Z', '2024-11-02T03:13:12.864877Z']}","Competitive (Individual, for prizes)"
latief_RE,992,"{'challenge_name': ['basic rust rev', 'trynewthings', 'concoction (rev)', 'welcome'], 'challenge_category': ['rev', 'rev', 'beginner', 'welcome'], 'challenge_points': ['366', '316', '300', '10'], 'solve_time': ['2024-11-02T08:32:29.444744Z', '2024-11-02T08:32:12.922210Z', '2024-11-02T08:31:46.489078Z', '2024-11-02T08:28:00.223195Z']}","Casual (No prizes, teams allowed)"
 haha,962,"{'challenge_name': [""It's Not Called Data Loss Prevention"", ""D' Lo""], 'challenge_category': ['crypto', 'crypto'], 'challenge_points': ['497', '465'], 'solve_time': ['2024-11-02T11:53:33.436057Z', '2024-11-02T09:24:47.686933Z']}","Casual (No prizes, teams allowed)"
winky,921,"{'challenge_name': ['weirdtraffic (forensics)', 'iRobots (web)', ""Tommy's Artventures"", 'Survey', 'welcome'], 'challenge_category': ['beginner', 'beginner', 'web', 'feedback', 'welcome'], 'challenge_points': ['300', '300', '300', '11', '10'], 'solve_time': ['2024-11-03T08:57:30.704126Z', '2024-11-03T07:58:18.008500Z', '2024-11-03T06:53:02.324325Z', '2024-11-03T05:49:44.879827Z', '2024-11-03T05:48:16.774096Z']}","Casual (No prizes, teams allowed)"
Jonathan,921,"{'challenge_name': ['Survey', 'tictactocket', 'concoction (rev)', 'colors (crypto)', 'welcome'], 'challenge_category': ['feedback', 'web', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['11', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T10:24:08.867009Z', '2024-11-02T13:12:34.447697Z', '2024-11-02T11:55:34.484768Z', '2024-11-02T09:49:54.889753Z', '2024-11-02T09:08:24.061183Z']}","Casual (No prizes, teams allowed)"
GIN,921,"{'challenge_name': ['iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'Survey', 'welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'feedback', 'welcome'], 'challenge_points': ['300', '300', '300', '11', '10'], 'solve_time': ['2024-11-03T13:44:40.799163Z', '2024-11-03T13:39:07.745472Z', '2024-11-03T13:25:42.182758Z', '2024-11-03T13:07:43.169008Z', '2024-11-03T13:06:33.244236Z']}","Competitive (Individual, for prizes)"
frennn,921,"{'challenge_name': ['think_twice', 'weirdtraffic (forensics)', 'colors (crypto)', 'Survey', 'welcome'], 'challenge_category': ['forensics', 'beginner', 'beginner', 'feedback', 'welcome'], 'challenge_points': ['300', '300', '300', '11', '10'], 'solve_time': ['2024-11-03T14:52:21.336255Z', '2024-11-03T14:46:58.020846Z', '2024-11-03T14:46:04.150379Z', '2024-11-03T14:45:20.627983Z', '2024-11-03T14:44:25.980738Z']}","Competitive (Individual, for prizes)"
juanchith,921,"{'challenge_name': ['iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'Survey', 'welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'feedback', 'welcome'], 'challenge_points': ['300', '300', '300', '11', '10'], 'solve_time': ['2024-11-03T15:44:20.071800Z', '2024-11-03T15:42:52.194709Z', '2024-11-03T15:38:01.460433Z', '2024-11-03T15:35:28.931934Z', '2024-11-03T15:33:50.644727Z']}","Competitive (Individual, for prizes)"
c0ngdUng,921,"{'challenge_name': ['Survey', 'weirdtraffic (forensics)', 'colors (crypto)', 'iRobots (web)', 'welcome'], 'challenge_category': ['feedback', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['11', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T16:28:01.839692Z', '2024-11-03T16:13:41.645979Z', '2024-11-03T15:09:06.482805Z', '2024-11-03T13:10:40.507208Z', '2024-11-03T12:47:15.980524Z']}","Competitive (Individual, for prizes)"
TheNimma,921,"{'challenge_name': ['Survey', 'weirdtraffic (forensics)', 'iRobots (web)', 'colors (crypto)', 'welcome'], 'challenge_category': ['feedback', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['11', '300', '300', '300', '10'], 'solve_time': ['2024-11-04T00:34:42.202912Z', '2024-11-04T00:29:18.215198Z', '2024-11-03T23:48:38.666211Z', '2024-11-03T23:05:39.482765Z', '2024-11-03T22:53:55.672711Z']}","Casual (No prizes, teams allowed)"
johnnybui13579,910,"{'challenge_name': ['iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '10'], 'solve_time': ['2024-11-02T04:06:27.630892Z', '2024-11-02T03:38:55.390944Z', '2024-11-02T03:34:21.547526Z', '2024-11-02T03:02:00.979224Z']}","Competitive (Individual, for prizes)"
sulthan,910,"{'challenge_name': ['think_twice', 'unpopcorn', 'decipherium', 'welcome'], 'challenge_category': ['forensics', 'crypto', 'crypto', 'welcome'], 'challenge_points': ['300', '300', '300', '10'], 'solve_time': ['2024-11-02T04:15:58.703668Z', '2024-11-02T04:04:24.610980Z', '2024-11-02T03:59:50.180608Z', '2024-11-02T03:00:39.697076Z']}","Competitive (Individual, for prizes)"
knight_006,910,"{'challenge_name': ['weirdtraffic (forensics)', 'iRobots (web)', 'colors (crypto)', 'welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '10'], 'solve_time': ['2024-11-02T06:06:02.409553Z', '2024-11-02T04:46:05.811595Z', '2024-11-02T04:39:35.684816Z', '2024-11-02T04:32:23.317189Z']}","Competitive (Individual, for prizes)"
xtasyyy,910,"{'challenge_name': ['think_twice', 'iRobots (web)', 'weirdtraffic (forensics)', 'welcome'], 'challenge_category': ['forensics', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '10'], 'solve_time': ['2024-11-02T06:21:37.382937Z', '2024-11-02T06:18:13.430365Z', '2024-11-02T06:07:49.484864Z', '2024-11-02T05:43:09.688075Z']}","Casual (No prizes, teams allowed)"
